1,2,34,32,2171,0,0,1,0,0,0,1,0
1,0,37,61,2180,0,0,1,0,0,0,0,0
1,2,61,3,2229,0,0,1,0,0,0,1,0
1,2,61,45,2253,0,0,1,0,0,0,1,0
1,2,61,27,2269,0,0,1,0,0,0,0,0
1,0,27,61,2280,0,0,1,0,0,0,1,0
2,0,45,61,2291,1,0,1,0,0,0,1,0
1,2,61,75,2327,1,0,1,0,0,0,2,0
1,2,37,75,2348,0,0,1,0,0,0,0,0
1,2,61,74,2349,0,0,1,0,0,0,1,0
1,2,36,18,2363,0,0,1,0,0,1,1,0
1,2,37,74,2389,0,0,1,0,0,0,0,0
1,2,75,37,2448,0,0,1,0,0,0,0,0
1,1,61,45,2457,0,0,1,0,0,0,1,0
1,1,45,74,2474,0,0,1,0,0,0,0,0
1,2,34,45,2475,1,0,1,1,1,1,2,0
1,2,61,74,2484,0,0,1,0,0,0,1,0
1,1,3,74,2505,0,0,1,0,0,0,1,0
1,1,45,61,2519,1,0,1,0,0,0,1,0
1,2,61,58,2520,0,0,1,0,0,0,0,0
1,1,45,74,2535,0,0,1,0,0,0,0,0
2,2,45,34,2541,0,0,1,1,1,1,2,0
2,0,45,34,2550,0,0,1,1,1,1,2,0
2,0,45,34,2550,0,0,1,1,1,1,2,0
2,2,45,34,2550,0,0,1,1,1,1,2,0
1,1,58,61,2551,0,0,1,0,0,0,0,0
1,1,3,38,2554,0,0,1,0,0,0,0,0
1,2,45,34,2571,0,0,1,1,1,1,2,0
1,2,61,15,2571,0,0,1,0,0,0,2,0
1,1,15,58,2581,0,0,1,0,0,0,0,0
1,1,58,15,2588,0,0,1,0,0,0,0,0
3,0,75,37,2592,0,0,1,0,0,0,0,0
3,0,75,58,2601,0,0,1,0,0,0,0,0
1,1,15,61,2606,0,0,1,0,0,0,1,0
1,2,61,74,2612,0,0,1,0,0,0,1,0
1,2,61,3,2617,0,0,1,0,0,0,1,0
1,0,58,75,2624,1,0,1,0,0,0,0,0
1,1,32,15,2637,0,0,1,0,0,0,2,0
3,0,75,58,2641,0,0,1,0,0,0,0,0
1,2,75,61,2645,1,0,1,0,0,0,1,0
1,2,45,32,2657,0,0,1,0,0,0,2,0
1,1,15,32,2675,0,0,1,0,0,0,2,0
1,1,3,61,2682,1,0,1,0,0,0,1,0
1,2,45,75,2684,0,0,1,0,0,0,0,0
1,2,61,25,2688,1,0,1,0,0,0,2,0
1,2,75,45,2688,0,0,1,0,0,0,0,0
1,1,32,61,2691,0,0,1,0,0,0,1,0
1,2,61,32,2691,0,0,1,0,0,0,2,0
2,0,45,74,2694,1,0,1,0,0,0,0,0
2,2,45,34,2700,0,0,1,1,1,1,2,0
1,2,37,74,2704,0,0,1,0,0,0,0,0
1,0,37,61,2707,0,0,1,0,0,0,0,0
1,1,15,25,2713,0,1,1,0,0,0,2,0
1,1,15,45,2715,0,0,1,0,0,0,1,0
1,2,37,15,2715,0,0,1,0,0,0,0,0
1,2,31,18,2716,0,0,1,0,0,0,0,0
1,1,32,34,2723,0,0,1,0,0,0,0,0
1,1,15,75,2724,0,0,1,0,0,0,1,0
1,2,61,34,2734,0,0,1,0,0,0,0,0
1,1,15,74,2737,0,0,1,0,0,0,2,0
3,0,75,15,2743,0,0,1,0,0,0,0,0
1,1,15,37,2745,0,0,1,0,0,0,0,0
1,2,34,32,2754,0,0,1,0,0,0,1,0
1,2,34,75,2755,0,0,1,0,0,0,1,0
1,1,34,61,2767,0,0,1,0,0,0,0,0
1,2,61,74,2776,0,0,1,0,0,0,1,0
1,1,75,37,2789,0,0,1,0,0,0,0,0
1,2,45,38,2793,0,0,1,0,0,0,0,0
1,0,37,75,2813,0,0,1,0,0,0,0,0
1,1,61,45,2820,0,0,1,0,0,0,1,0
1,1,61,37,2820,0,0,1,0,0,0,0,0
1,2,75,34,2820,0,0,1,0,0,0,0,0
1,2,45,34,2825,0,0,1,1,1,1,2,0
1,2,61,58,2832,0,0,1,0,0,0,0,0
1,1,15,34,2841,0,0,1,0,0,0,0,0
1,2,45,74,2850,1,0,1,0,0,0,0,0
1,2,7,66,2854,0,0,1,0,0,0,0,0
1,1,36,31,2872,0,0,1,0,0,0,2,0
1,2,37,74,2879,0,0,1,0,0,0,0,0
1,2,45,75,2900,1,0,1,0,0,0,0,0
1,1,15,74,2905,0,0,1,0,0,0,2,0
1,1,27,75,2916,0,0,1,0,0,0,1,0
1,2,45,34,2928,0,0,1,1,1,1,2,0
1,2,75,58,2928,0,0,1,0,0,0,0,0
1,2,34,45,2932,1,0,1,1,1,1,2,0
1,0,19,36,2944,0,0,1,0,0,0,0,0
1,0,19,25,2946,0,0,1,0,0,0,2,0
1,0,19,18,2952,0,0,1,0,0,0,0,0
1,1,34,74,2954,0,0,1,0,0,0,0,0
1,1,32,75,2955,0,0,1,0,0,0,2,0
1,2,34,75,2956,0,0,1,0,0,0,1,0
1,2,36,19,2974,0,0,1,0,0,0,0,0
1,2,7,36,2977,0,0,1,0,0,0,0,0
1,2,75,34,2993,0,0,1,0,0,0,0,0
1,2,7,66,3033,0,0,1,0,0,0,0,0
3,0,75,32,3073,0,0,1,0,0,0,1,0
1,2,34,45,3077,1,0,1,1,1,1,2,0
1,2,45,75,3087,1,0,1,0,0,0,0,0
1,2,61,25,3088,1,0,1,0,0,0,2,0
1,2,61,31,3094,1,0,1,0,0,0,2,0
1,0,58,32,3102,0,0,1,1,1,1,0,0
1,1,32,58,3104,0,0,1,1,1,1,0,0
1,2,36,7,3130,0,0,1,0,0,0,0,0
2,0,45,34,3136,0,0,1,1,1,1,2,0
1,1,36,66,3159,1,0,1,0,0,1,2,0
1,2,7,3,3163,0,0,1,0,0,1,2,0
2,0,45,75,3188,1,0,1,0,0,0,0,0
1,2,31,25,3190,1,0,1,0,0,0,1,0
1,1,75,45,3199,0,0,1,0,0,0,0,0
1,1,3,7,3216,0,0,1,0,0,1,2,0
1,0,19,61,3239,0,0,1,0,0,0,1,0
1,1,36,31,3257,0,0,1,0,0,0,2,0
1,2,61,19,3284,0,0,1,0,0,0,1,0
1,2,34,45,3289,1,0,1,1,1,1,2,0
1,2,61,3,3315,0,0,1,0,0,0,1,0
1,2,61,36,3318,0,0,1,0,0,0,2,0
1,1,58,19,3319,0,0,1,0,0,0,0,0
1,2,31,25,3325,1,0,1,0,0,0,1,0
1,0,19,36,3329,0,0,1,0,0,0,0,0
1,2,61,7,3329,0,0,1,0,0,0,0,0
1,1,19,58,3331,0,0,1,0,0,0,0,0
1,2,31,61,3340,1,0,1,0,0,0,0,0
1,2,61,66,3341,0,0,1,0,0,0,2,0
1,1,58,36,3347,0,1,1,0,0,0,0,0
1,1,3,18,3352,0,0,1,0,0,0,0,0
1,1,36,19,3358,0,0,1,0,0,0,0,0
2,0,45,34,3363,0,0,1,1,1,1,2,0
2,0,45,34,3363,0,0,1,1,1,1,2,0
1,1,19,3,3368,0,0,1,0,0,0,0,0
1,1,3,19,3379,0,0,1,0,0,0,0,0
1,1,3,61,3386,1,0,1,0,0,0,1,0
1,2,37,47,3388,0,0,1,0,1,1,0,0
1,2,36,58,3393,0,1,1,0,0,0,0,0
1,2,31,18,3395,0,0,1,0,0,0,0,0
1,2,36,3,3400,0,1,1,0,0,0,2,0
1,2,47,37,3402,0,0,1,0,1,1,0,0
1,1,36,61,3410,0,0,1,0,0,0,0,0
1,2,61,7,3419,0,0,1,0,0,0,0,0
1,2,61,19,3422,0,0,1,0,0,0,1,0
1,2,47,34,3443,0,0,1,0,0,0,0,0
1,2,49,7,3455,0,0,1,0,0,0,0,0
1,2,45,34,3458,0,0,1,1,1,1,2,0
1,0,19,61,3475,0,0,1,0,0,0,1,0
1,2,61,31,3482,1,0,1,0,0,0,2,0
1,1,58,7,3484,0,0,1,0,0,1,0,0
1,0,58,66,3487,0,0,1,0,0,0,0,0
1,2,74,46,3493,0,0,1,0,0,0,0,0
1,2,37,74,3497,0,0,1,0,0,0,0,0
1,1,19,66,3514,0,0,1,0,0,0,1,0
1,2,46,74,3521,0,0,1,0,0,0,0,0
1,2,47,46,3521,1,0,1,1,1,1,2,0
1,2,46,47,3523,1,0,1,1,1,1,2,0
1,1,61,31,3530,1,0,1,0,0,0,2,0
1,2,61,31,3530,1,0,1,0,0,0,2,0
1,2,61,19,3537,0,0,1,0,0,0,1,0
1,2,31,7,3538,0,0,1,0,0,0,0,0
2,0,47,46,3545,1,0,1,1,1,1,2,0
1,2,61,58,3564,1,0,1,0,0,0,0,0
1,2,61,18,3568,1,0,1,0,0,0,1,0
1,2,49,61,3580,0,0,1,0,0,0,0,0
1,1,58,25,3603,0,0,1,0,0,0,0,0
1,2,61,25,3611,1,0,1,0,0,0,2,0
1,2,61,7,3616,0,0,1,0,0,0,0,0
1,2,31,61,3622,1,0,1,0,0,0,0,0
1,2,45,34,3625,0,0,1,1,1,1,2,0
2,2,45,34,3626,0,0,1,1,1,1,2,0
1,0,19,75,3634,0,0,1,0,0,0,0,0
1,0,58,61,3654,0,0,1,0,0,0,0,0
1,2,61,25,3665,1,0,1,0,0,0,2,0
1,1,19,66,3666,0,0,1,0,0,0,1,0
1,2,61,46,3669,0,0,1,0,0,0,1,0
1,2,46,61,3682,0,0,1,0,0,0,1,0
1,0,19,18,3685,0,0,1,0,0,0,0,0
1,2,46,51,3690,0,0,1,0,0,0,0,0
1,2,36,38,3695,0,0,1,0,0,1,2,0
1,1,58,51,3731,0,0,1,0,0,0,0,0
1,1,58,18,3733,0,0,1,0,0,0,0,0
1,0,58,36,3742,0,1,1,0,0,0,0,0
1,2,61,19,3742,0,0,1,0,0,0,1,0
2,0,47,46,3743,1,0,1,1,1,1,2,0
1,0,19,36,3746,0,0,1,0,0,0,0,0
1,1,58,25,3749,0,0,1,0,0,0,0,0
1,2,64,36,3753,0,0,1,0,0,0,1,0
1,1,32,75,3755,0,0,1,0,0,0,2,0
1,0,58,66,3757,0,0,1,0,0,0,0,0
1,2,61,32,3766,0,0,1,0,0,0,2,0
1,2,61,7,3767,0,0,1,0,0,0,0,0
1,1,19,51,3774,0,0,1,0,0,0,2,0
1,2,61,64,3779,0,0,1,0,0,0,1,0
1,1,32,61,3785,0,0,1,0,0,0,1,0
1,2,45,34,3786,0,0,1,1,1,1,2,0
1,1,36,61,3798,0,0,1,0,0,0,0,0
1,1,32,64,3799,0,0,1,0,0,0,2,0
1,1,36,64,3799,0,0,1,0,0,0,1,0
1,0,19,61,3802,0,0,1,0,0,0,1,0
1,2,47,31,3803,0,1,1,0,0,0,2,0
1,0,19,75,3809,0,0,1,0,0,0,0,0
1,2,61,7,3813,0,0,1,0,0,0,0,0
1,1,31,32,3815,0,0,1,0,0,0,2,0
1,1,36,19,3821,0,0,1,0,0,0,0,0
1,2,31,7,3822,0,0,1,0,0,0,0,0
1,2,64,61,3828,0,0,1,0,0,0,1,0
1,2,31,47,3835,0,1,1,0,0,0,1,0
1,2,64,32,3835,0,0,1,0,0,0,2,0
1,0,19,36,3836,0,0,1,0,0,0,0,0
1,2,61,38,3838,1,0,1,0,0,0,2,0
1,1,34,45,3864,1,0,1,1,1,1,2,0
1,1,32,36,3870,0,0,1,0,0,0,1,0
1,1,15,19,3875,0,0,1,0,0,0,0,0
1,0,58,66,3878,0,0,1,0,0,0,0,0
1,1,15,64,3879,0,0,1,0,0,0,1,0
1,1,15,51,3884,0,0,1,0,0,0,1,0
1,2,61,58,3885,1,0,1,0,0,0,0,0
1,2,61,58,3887,1,0,1,0,0,0,0,0
1,2,64,15,3887,0,0,1,0,0,0,1,0
1,1,15,38,3898,0,0,1,0,0,0,2,0
1,2,61,19,3903,0,0,1,0,0,0,1,0
1,0,19,7,3923,0,1,1,0,0,0,0,0
1,1,58,18,3931,0,0,1,0,0,0,0,0
1,2,61,64,3945,0,0,1,0,0,0,1,0
1,2,61,64,3945,0,0,1,0,0,0,1,0
1,2,61,32,3948,0,0,1,0,0,0,2,0
1,1,36,32,3951,0,0,1,0,0,0,1,0
1,2,64,58,3951,0,0,1,0,0,0,0,0
1,0,58,64,3954,0,0,1,0,0,0,0,0
1,2,49,46,3964,0,0,1,0,0,0,1,0
1,2,61,7,3965,0,0,1,0,0,0,0,0
1,2,46,49,3966,0,0,1,0,0,0,1,0
1,2,36,51,3977,0,0,1,0,0,1,1,0
1,1,64,61,3982,0,0,1,0,0,0,1,0
1,2,49,47,3988,0,0,1,0,0,0,2,0
1,1,32,31,3997,0,0,1,0,0,0,2,0
1,0,58,66,3998,0,0,1,0,0,0,0,0
1,0,15,58,4000,0,0,1,0,0,0,0,0
1,2,47,49,4004,0,0,1,0,0,0,2,0
1,2,49,32,4007,0,0,1,0,0,0,2,0
1,0,58,19,4008,0,0,1,0,0,0,0,0
1,1,15,7,4019,0,0,1,0,0,0,0,0
1,2,31,49,4022,0,0,1,0,0,0,0,0
1,1,32,36,4023,0,0,1,0,0,0,1,0
1,2,45,34,4023,0,0,1,1,1,1,2,0
1,0,19,36,4028,0,0,1,0,0,0,0,0
1,1,32,49,4044,0,0,1,0,0,0,2,0
1,2,61,31,4045,1,0,1,0,0,0,2,0
1,0,58,66,4050,0,0,1,0,0,0,0,0
1,2,46,31,4054,0,0,1,0,0,0,1,0
1,1,58,51,4059,0,0,1,0,0,0,0,0
1,1,58,18,4063,0,0,1,0,0,0,0,0
1,2,45,34,4069,0,0,1,1,1,1,2,0
1,1,15,19,4075,0,0,1,0,0,0,0,0
1,1,15,51,4081,0,0,1,0,0,0,1,0
1,1,32,58,4092,0,0,1,1,1,1,0,0
1,2,31,36,4094,0,0,1,0,0,0,1,0
1,2,61,64,4094,0,0,1,0,0,0,1,0
1,2,61,38,4094,1,0,1,0,0,0,2,0
1,2,49,31,4104,0,0,1,0,0,0,1,0
1,2,61,7,4104,0,0,1,0,0,0,0,0
1,1,32,46,4113,0,0,1,0,0,0,1,0
1,1,32,51,4113,0,0,1,0,0,0,2,0
1,2,64,46,4115,0,0,1,0,0,0,0,0
1,1,15,66,4120,0,0,1,0,0,0,2,0
1,2,61,32,4120,0,0,1,0,0,0,2,0
1,1,32,61,4121,0,0,1,0,0,0,1,0
1,1,19,15,4128,0,0,1,0,0,0,0,0
1,1,64,61,4132,0,0,1,0,0,0,1,0
1,2,46,64,4133,0,0,1,0,0,0,0,0
1,0,19,18,4142,0,0,1,0,0,0,0,0
1,0,15,75,4147,0,0,1,0,0,0,1,0
1,2,61,19,4150,0,0,1,0,0,0,1,0
1,1,61,19,4153,0,0,1,0,0,0,1,0
1,1,15,7,4162,0,0,1,0,0,0,0,0
1,2,61,7,4165,0,0,1,0,0,0,0,0
1,2,31,7,4177,0,0,1,0,0,0,0,0
1,2,46,49,4190,0,0,1,0,0,0,1,0
1,1,32,49,4191,0,0,1,0,0,0,2,0
1,2,29,74,4197,0,0,1,0,1,1,0,0
1,0,15,58,4201,0,0,1,0,0,0,0,0
1,2,61,75,4204,1,0,1,0,0,0,2,0
1,0,19,61,4210,0,0,1,0,0,0,1,0
1,0,58,15,4210,0,0,1,0,0,0,0,0
1,0,58,66,4211,0,0,1,0,0,0,0,0
1,2,49,32,4215,0,0,1,0,0,0,2,0
1,2,31,51,4218,1,0,1,0,0,0,0,0
1,1,31,49,4230,0,0,1,0,0,0,0,0
2,2,34,45,4245,1,0,1,1,1,1,2,0
1,0,15,32,4256,0,0,1,0,0,0,2,0
1,1,32,58,4263,0,0,1,1,1,1,0,0
1,1,31,32,4266,0,0,1,0,0,0,2,0
1,2,64,31,4267,0,0,1,0,0,0,2,0
1,1,58,51,4281,0,0,1,0,0,0,0,0
1,1,32,51,4289,0,0,1,0,0,0,2,0
1,1,33,46,4291,0,0,1,0,0,0,0,0
1,2,49,33,4292,0,0,1,0,0,0,2,0
1,2,46,33,4294,0,0,1,0,0,0,1,0
1,1,33,49,4302,0,0,1,0,0,0,1,0
1,2,61,46,4303,0,0,1,0,0,0,1,0
1,2,47,33,4310,0,0,1,0,0,0,1,0
1,1,32,29,4311,0,0,1,0,0,0,0,0
1,1,15,66,4312,0,0,1,0,0,0,2,0
1,2,31,64,4314,0,0,1,0,0,0,0,0
1,2,29,32,4332,0,0,1,0,0,0,2,0
1,1,64,36,4356,0,0,1,0,0,0,1,0
1,1,33,68,4363,0,0,1,1,1,1,1,0
1,1,32,19,4372,0,1,1,0,0,0,0,0
1,0,15,75,4382,0,0,1,0,0,0,1,0
1,2,47,24,4383,0,0,1,0,0,0,2,0
1,1,19,51,4384,0,0,1,0,0,0,2,0
1,2,46,24,4392,0,0,1,0,0,0,1,0
1,2,64,51,4393,0,0,1,0,0,0,1,0
1,1,68,33,4398,0,0,1,1,1,1,1,0
1,1,26,32,4408,0,1,1,0,0,0,1,0
1,0,58,19,4410,0,0,1,0,0,0,0,0
1,2,61,25,4415,1,0,1,0,0,0,2,0
1,2,36,66,4417,1,0,1,0,0,1,2,0
1,1,33,32,4419,1,1,1,1,1,1,2,0
1,2,64,24,4425,0,0,1,0,0,0,1,0
1,1,19,38,4427,0,0,1,0,0,0,0,0
1,2,46,32,4432,0,0,1,0,0,0,0,0
1,1,32,36,4443,0,0,1,0,0,0,1,0
1,1,32,15,4446,0,0,1,0,0,0,2,0
1,2,29,26,4447,0,0,1,0,0,0,1,0
1,1,33,31,4451,0,0,1,0,0,0,2,0
1,2,49,31,4451,0,0,1,0,0,0,1,0
1,2,31,46,4453,0,0,1,0,0,0,0,0
1,2,75,58,4453,0,0,1,0,0,0,0,0
1,1,19,51,4458,0,0,1,0,0,0,2,0
1,1,32,25,4458,0,0,1,0,0,0,2,0
1,2,29,36,4464,0,0,1,0,0,0,1,0
1,1,26,29,4466,0,0,1,0,0,0,0,0
1,2,61,36,4467,1,0,1,0,0,0,2,0
1,0,15,32,4474,0,0,1,0,0,0,2,0
1,2,47,38,4478,0,0,1,0,0,0,1,0
1,0,15,51,4482,0,0,1,0,0,0,1,0
1,2,47,32,4482,0,0,1,0,0,0,2,0
1,1,32,33,4491,1,1,1,1,1,1,2,0
1,2,61,25,4491,1,0,1,0,0,0,2,0
1,0,19,75,4498,0,0,1,0,0,0,0,0
1,2,47,33,4498,0,0,1,0,0,0,1,0
1,2,46,33,4503,0,0,1,0,0,0,1,0
1,2,46,26,4513,0,0,1,0,0,0,0,0
1,1,15,38,4523,0,0,1,0,0,0,2,0
2,0,75,19,4526,0,0,1,0,0,0,0,0
1,2,36,24,4529,0,0,1,0,0,0,1,0
1,2,36,32,4538,0,0,1,0,0,0,1,0
1,2,26,46,4539,0,0,1,0,0,0,0,0
1,1,15,36,4545,0,0,1,0,0,0,2,0
1,1,26,25,4546,0,0,1,0,0,0,0,0
1,0,19,24,4555,0,0,1,0,0,0,1,0
1,0,19,32,4576,0,1,1,0,0,0,0,0
1,1,33,24,4578,0,0,1,0,0,0,1,0
1,0,19,75,4583,0,0,1,0,0,0,0,0
1,1,47,46,4587,1,0,1,1,1,1,2,0
1,2,31,33,4593,0,0,1,0,0,0,1,0
1,1,26,29,4602,0,0,1,0,0,0,0,0
1,2,76,40,4608,0,0,1,0,0,0,0,0
1,2,64,38,4613,0,0,1,0,0,0,1,0
1,2,36,75,4614,0,0,1,0,0,0,2,0
1,1,46,47,4620,1,0,1,1,1,1,2,0
1,2,64,31,4644,0,0,1,0,0,0,2,0
1,1,19,51,4655,0,0,1,0,0,0,2,0
1,1,32,51,4659,0,0,1,0,0,0,2,0
1,1,51,32,4662,0,0,1,0,0,0,2,0
1,0,19,24,4678,0,0,1,0,0,0,1,0
2,0,33,32,4678,1,1,1,1,1,1,2,0
1,0,19,36,4680,0,0,1,0,0,0,0,0
1,2,36,19,4686,0,0,1,0,0,0,0,0
1,2,31,47,4687,0,1,1,0,0,0,1,0
1,1,61,64,4691,0,0,1,0,0,0,1,0
1,2,36,19,4695,0,0,1,0,0,0,0,0
1,0,15,51,4703,0,0,1,0,0,0,1,0
1,1,33,49,4705,0,0,1,0,0,0,1,0
1,1,33,49,4711,0,0,1,0,0,0,1,0
1,0,15,75,4719,0,0,1,0,0,0,1,0
1,2,47,38,4721,0,0,1,0,0,0,1,0
1,2,76,45,4725,0,0,1,0,0,0,1,0
1,2,31,38,4731,0,0,1,0,0,0,2,0
1,1,47,46,4746,1,0,1,1,1,1,2,0
1,2,36,38,4750,0,0,1,0,0,1,2,0
1,2,33,49,4761,0,0,1,0,0,0,1,0
1,1,49,46,4764,0,0,1,0,0,0,1,0
1,2,47,24,4765,0,0,1,0,0,0,2,0
1,0,15,19,4766,0,0,1,0,0,0,0,0
1,2,33,32,4766,1,1,1,1,1,1,2,0
1,1,51,15,4769,0,0,1,0,0,0,1,0
1,2,36,31,4770,0,0,1,0,0,0,2,0
1,1,32,36,4771,0,0,1,0,0,0,1,0
1,1,32,33,4772,1,1,1,1,1,1,2,0
1,2,29,75,4774,0,0,1,0,1,1,0,0
1,2,33,47,4774,0,0,1,0,0,0,1,0
1,0,15,51,4776,0,0,1,0,0,0,1,0
1,2,36,31,4778,0,0,1,0,0,0,2,0
2,0,33,47,4778,0,0,1,0,0,0,1,0
1,1,32,51,4785,0,0,1,0,0,0,2,0
1,1,19,51,4787,0,0,1,0,0,0,2,0
1,0,19,15,4792,0,0,1,0,0,0,0,0
1,2,76,37,4792,0,0,1,0,0,0,0,0
1,1,46,49,4797,0,0,1,0,0,0,1,0
1,1,64,38,4798,0,0,1,0,0,0,1,0
1,1,26,29,4803,0,0,1,0,0,0,0,0
1,1,51,32,4803,0,0,1,0,0,0,2,0
1,1,68,33,4811,0,0,1,1,1,1,1,0
2,0,33,32,4813,1,1,1,1,1,1,2,0
1,2,46,36,4815,0,0,1,0,0,0,1,0
1,1,15,38,4819,0,0,1,0,0,0,2,0
1,2,36,19,4821,0,0,1,0,0,0,0,0
1,2,47,19,4821,0,0,1,0,0,0,0,0
1,2,36,46,4843,0,0,1,0,0,0,0,0
1,2,33,68,4849,0,0,1,1,1,1,1,0
2,0,33,68,4849,0,0,1,1,1,1,1,0
1,1,32,38,4850,0,0,1,0,0,0,2,0
1,2,45,29,4853,0,0,1,0,0,0,1,0
1,2,36,38,4855,0,0,1,0,0,1,2,0
1,1,61,64,4882,0,0,1,0,0,0,1,0
1,1,38,15,4883,0,0,1,0,0,0,1,0
1,2,46,45,4884,0,0,1,0,0,0,1,0
1,2,47,32,4897,0,0,1,0,0,0,2,0
1,0,19,36,4914,0,0,1,0,0,0,0,0
1,0,15,51,4915,0,0,1,0,0,0,1,0
1,2,33,46,4917,0,0,1,0,0,0,0,0
1,1,19,46,4923,0,0,1,0,0,0,0,0
1,1,32,38,4924,0,0,1,0,0,0,2,0
1,1,64,61,4929,0,0,1,0,0,0,1,0
1,0,15,36,4931,0,0,1,0,0,0,2,0
1,2,36,31,4936,0,0,1,0,0,0,2,0
1,2,36,33,4943,0,0,1,0,0,0,1,0
1,2,33,26,4945,0,1,1,0,0,0,0,0
2,0,33,26,4945,0,1,1,0,0,0,0,0
1,1,64,38,4949,0,0,1,0,0,0,1,0
1,2,46,36,4953,0,0,1,0,0,0,1,0
1,2,36,51,4957,0,0,1,0,0,1,1,0
1,1,32,24,4958,0,0,1,0,0,0,1,0
