@relation reception-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-Lfirst-last-weka.filters.unsupervised.attribute.Remove-R1

@attribute msg_id numeric
@attribute hop_src_user_id numeric
@attribute hop_dst_user_id numeric
@attribute dst_timestamp numeric

@data
588,23,69,30905
686,23,69,30905
849,23,69,30905
598,23,69,30905
698,23,24,43128
891,23,24,43128
589,23,24,43128
887,23,24,43923
828,23,14,43981
887,23,14,43981
576,23,14,43983
697,23,43,44306
801,23,43,44316
587,23,43,44317
694,23,43,44317
808,23,31,47022
588,23,31,47024
591,23,31,47024
590,23,31,47026
847,23,31,47026
589,23,31,47026
686,23,31,47027
659,24,26,11120
828,24,26,25144
828,24,28,29004
576,24,28,29005
887,24,28,29012
587,24,19,118574
578,24,19,118578
578,24,19,121890
620,24,19,121897
686,26,33,4940
686,26,31,11303
887,26,74,22835
828,26,61,24432
828,26,43,24985
576,26,14,26018
576,26,43,26202
891,26,74,26686
589,26,15,27014
590,26,15,27014
847,26,15,27014
591,26,15,27014
591,26,28,27305
847,26,28,27305
698,26,7,29130
622,27,22,91364
686,28,29,17337
591,28,29,17337
847,28,29,17337
590,28,29,17337
589,28,29,17337
588,28,29,17337
808,28,29,17338
807,28,29,17338
698,28,52,20066
694,28,52,20066
698,28,52,20073
887,28,26,23007
889,28,74,23582
887,28,74,23582
891,28,26,26968
576,28,26,26969
828,28,26,26969
576,28,74,27010
891,28,74,27011
697,28,29,29205
698,28,29,29213
801,28,47,31824
587,28,12,101527
803,28,12,101528
620,28,12,101528
569,28,12,101530
687,28,12,101531
598,28,12,101531
695,28,12,101532
896,28,12,101555
578,28,12,101555
577,28,12,101556
598,28,12,101557
687,28,12,101557
569,28,12,101557
620,28,12,101557
587,28,12,101558
717,28,33,103991
662,28,30,106637
717,28,19,107819
577,28,19,107820
620,28,19,107820
587,28,19,107820
576,28,19,107820
774,28,45,107847
780,28,65,188562
674,28,65,188583
674,28,65,188595
674,28,12,193135
717,28,12,193136
717,28,12,193328
686,29,26,5470
686,29,33,11020
686,29,65,11126
591,29,65,11126
847,29,65,11127
590,29,65,11127
589,29,65,11128
588,29,65,11151
808,29,52,11464
807,29,52,11465
588,29,33,11719
591,29,33,11720
847,29,33,11720
590,29,33,11721
809,29,52,15499
809,29,52,15575
696,29,34,16889
695,29,34,16890
694,29,34,16895
759,29,45,17243
733,29,45,17260
762,29,45,18330
763,29,45,18331
763,29,45,18331
698,29,34,18728
697,29,34,18754
760,29,45,18896
660,29,28,29299
887,29,28,30167
891,29,28,30167
576,29,28,30168
891,29,16,30168
828,29,28,30347
828,29,16,30404
786,29,15,190342
674,29,8,190641
674,29,8,190642
786,29,15,190916
786,29,15,192469
705,29,34,193366
706,29,34,193554
702,29,34,194049
776,29,34,194050
794,29,34,194064
674,29,33,194513
680,29,8,197250
881,29,8,197251
651,29,8,197251
880,29,8,202362
880,29,8,202362
686,31,33,5022
686,31,33,6136
589,31,33,11901
590,31,33,11903
847,31,33,11903
591,31,33,11904
588,31,33,11905
588,31,33,11906
591,31,33,11907
847,31,33,11907
590,31,33,11907
589,31,33,11908
808,31,32,12499
598,31,43,49652
694,31,11,50850
587,31,11,50853
801,31,11,50853
697,31,11,52109
803,31,11,52121
807,31,11,53019
698,31,11,53019
891,31,11,53019
576,31,11,53020
828,31,11,53020
887,31,11,53020
887,31,32,90031
698,31,32,90032
891,31,32,90032
576,31,32,90032
828,31,32,90034
569,31,32,90034
598,31,32,90034
620,31,32,90120
620,31,43,90258
569,31,43,90259
578,31,43,91878
896,31,43,91880
569,31,43,91880
577,31,12,96366
686,32,33,4639
686,32,33,4770
686,32,29,6885
686,32,15,10439
588,32,31,11919
591,32,31,11919
590,32,31,11920
847,32,31,11920
589,32,31,11921
588,32,52,11927
807,32,52,12100
808,32,52,12101
589,32,52,12102
590,32,52,12103
847,32,52,12103
688,32,33,53367
588,32,33,53367
591,32,33,53368
847,32,33,53368
590,32,33,53368
807,32,33,53373
620,32,1,53633
887,32,1,53633
698,32,1,53634
891,32,1,53634
576,32,1,53635
828,32,1,53635
569,32,1,53635
598,32,1,53635
803,32,1,53635
801,32,56,53726
688,32,33,54117
618,32,1,54150
863,32,1,54150
855,32,1,54150
604,32,1,54151
852,32,1,54152
595,32,1,54152
571,32,1,54153
695,32,10,54281
687,32,10,54289
694,32,10,54289
598,32,43,87469
697,32,43,87971
587,32,43,87983
587,32,1,88584
621,32,22,88691
621,32,22,88863
598,32,47,89653
587,32,47,89653
589,32,15,90343
590,32,15,90344
591,32,15,90344
588,32,15,90344
807,32,15,90344
808,32,15,90344
807,32,15,90533
591,32,15,90533
590,32,15,90533
589,32,15,90734
590,32,15,90735
847,32,15,90736
591,32,15,90736
588,32,15,90736
578,32,1,90940
896,32,75,91125
577,32,11,95727
689,32,3,121066
717,32,4,122660
717,32,14,122942
766,32,45,125329
813,32,57,180203
789,32,3,183939
779,32,3,184368
709,32,3,184720
690,32,43,194873
624,32,33,194999
691,32,33,195642
691,32,33,195642
881,32,69,196679
651,32,69,196680
877,32,69,196680
881,32,69,196688
651,32,1,196934
557,32,3,197118
556,32,3,197118
881,32,56,198132
651,32,56,198132
793,32,69,198905
793,32,69,198916
588,33,52,11446
591,33,52,11446
847,33,52,11447
590,33,52,11447
589,33,52,11447
807,33,29,11902
803,33,48,12053
807,33,29,12673
808,33,29,12674
694,33,34,13036
695,33,34,13182
803,33,32,53755
598,33,32,53755
569,33,32,53756
828,33,32,53756
576,33,32,53756
891,33,32,53756
698,33,32,53757
887,33,32,53757
620,33,32,53758
663,33,32,53759
808,33,32,53759
589,33,32,53759
588,33,32,53760
887,33,56,53895
801,33,32,54297
801,33,1,54308
801,33,32,54334
801,33,10,54532
569,33,19,97389
620,33,19,97389
578,33,19,97389
577,33,32,100121
578,33,32,100121
587,33,32,100121
587,33,32,100627
665,33,32,101508
697,33,32,101508
717,33,47,103721
662,33,19,117441
717,33,19,117443
577,33,19,117443
587,33,19,117444
801,33,42,118404
674,33,43,126368
672,33,3,126424
668,33,3,126424
717,33,32,127277
674,33,32,127277
672,33,32,127278
668,33,32,127278
674,33,59,127454
717,33,74,127989
813,33,76,193180
780,33,28,193285
674,33,28,193310
786,33,15,194036
717,33,12,194240
717,33,12,194261
674,33,29,194374
624,33,22,194949
624,33,22,194949
679,33,32,195020
680,33,32,195263
680,33,32,195266
681,33,32,195534
725,34,45,416
727,34,45,2536
726,34,45,2544
725,34,45,2544
724,34,45,2544
729,34,45,2698
731,34,45,3130
732,34,45,3357
732,34,45,3357
735,34,45,3620
740,34,45,5868
804,34,49,8853
735,34,45,8877
731,34,45,8882
727,34,45,8961
749,34,45,9007
724,34,45,9128
725,34,45,9134
726,34,45,9135
750,34,45,9136
751,34,45,9337
762,34,45,18368
763,34,45,18368
764,34,45,92463
766,34,45,93084
765,34,45,93105
767,34,45,93476
770,34,45,96069
771,34,45,99641
778,34,45,108560
777,34,45,108564
779,34,45,108569
776,34,45,181602
789,34,45,181775
794,34,45,192667
709,34,49,193989
676,34,49,193989
797,34,45,194367
561,35,6,32378
830,36,63,95228
831,36,63,95228
841,36,66,103331
779,36,3,184416
789,36,3,184440
813,36,57,184879
686,37,26,28573
887,37,26,28576
828,37,26,28576
576,37,26,28577
891,37,26,28577
589,37,26,28579
590,37,26,28579
847,37,26,28580
591,37,26,28580
828,38,61,105292
674,38,47,179004
686,41,33,5503
745,41,45,11422
589,41,33,11558
694,41,34,11597
695,41,34,11730
733,41,45,11751
589,41,33,11777
590,41,33,11778
847,41,33,11779
590,41,33,11915
591,41,33,11915
588,41,33,11915
803,41,48,12041
687,41,33,13378
808,41,33,13620
807,41,33,13623
686,42,32,6839
803,42,12,32240
587,42,12,32240
808,42,12,32242
807,42,12,32243
801,42,12,33255
588,42,12,33255
694,42,12,34251
697,42,12,34280
598,42,14,89578
578,42,12,89614
896,42,12,89614
695,42,12,89977
620,42,12,90149
569,42,12,90150
687,42,12,90152
620,42,14,96155
569,42,14,96155
577,42,14,96155
717,42,16,97016
577,42,32,101745
578,42,32,101745
587,42,32,101746
717,42,8,112775
620,42,8,112776
662,42,33,112825
806,43,51,17542
884,43,71,17803
686,43,26,24093
887,43,26,24093
828,43,61,24171
828,43,61,24656
828,43,61,24670
576,43,11,25774
591,43,26,27345
847,43,26,27346
590,43,26,27346
589,43,26,27347
891,43,26,27347
698,43,26,29311
807,43,4,34809
808,43,4,34809
803,43,19,36098
694,43,16,36225
587,43,19,36291
587,43,16,36553
588,43,19,36695
801,43,19,36695
697,43,12,38648
598,43,11,45003
884,43,9,51378
687,43,32,87821
695,43,32,87822
569,43,32,87827
620,43,32,87827
896,43,32,91417
578,43,32,91417
896,43,12,92158
578,43,17,93267
577,43,12,95883
885,43,71,103637
717,43,32,125522
674,43,32,125523
577,43,32,125524
569,43,33,126322
620,43,33,126322
578,43,33,126322
577,43,33,126322
674,43,76,193466
780,43,76,193466
690,43,33,194730
624,43,69,195334
693,45,34,4251
661,45,29,18056
700,45,34,94404
702,45,34,181739
703,45,34,181740
676,45,34,194499
709,45,34,194499
800,46,47,3747
723,46,44,8949
750,46,45,11372
743,46,45,11374
686,47,33,4776
733,47,45,6921
743,47,45,6960
798,47,46,8188
588,47,69,10283
589,47,69,10283
590,47,69,10283
847,47,69,10385
591,47,69,10386
849,47,69,10730
754,47,45,11224
693,47,49,11879
803,47,41,12541
808,47,16,30015
807,47,16,30017
698,47,16,30253
891,47,16,30374
576,47,16,30374
828,47,16,30375
887,47,16,30375
697,47,29,31830
694,47,29,31838
587,47,43,44419
698,47,24,44701
598,47,11,54250
598,47,16,54483
587,47,16,54483
687,47,32,89965
695,47,32,89965
569,47,32,89972
620,47,32,89972
620,47,43,89994
569,47,43,89994
578,47,17,90898
578,47,32,91131
896,47,75,91443
896,47,32,91694
833,47,64,97279
578,47,16,98031
577,47,32,98690
569,47,16,98947
687,47,16,98947
587,47,16,98948
717,47,16,99366
687,47,16,99367
587,47,33,103483
577,47,33,103483
578,47,33,103483
620,47,33,103484
891,47,33,103484
698,47,33,103484
828,47,33,103484
569,47,33,103484
577,47,12,109483
578,47,12,109483
896,47,12,109486
662,47,56,112083
662,47,12,116705
674,47,12,140436
717,47,11,178885
717,47,12,188352
578,47,12,188353
780,47,12,197440
651,47,12,203613
881,47,12,203613
680,47,12,203614
807,48,41,15734
808,48,41,15735
686,48,41,16625
686,48,41,16964
602,48,22,21415
887,48,13,28618
742,49,45,7264
741,49,45,7264
693,49,45,8998
726,49,45,9002
746,49,45,9238
748,49,45,9238
753,49,45,11129
754,49,45,11130
676,49,32,183678
709,49,3,187893
704,49,34,193269
779,49,34,193408
789,49,34,193417
789,49,3,197266
789,49,3,197467
709,49,32,197500
789,49,32,197501
789,49,32,198024
566,49,8,202327
563,51,6,36520
577,51,71,107936
578,51,71,107936
620,51,71,109589
569,51,71,109589
828,51,71,109589
576,51,71,109590
891,51,71,109590
587,51,71,109590
801,51,71,109591
589,52,29,11157
590,52,29,11157
847,52,29,11157
591,52,29,11158
686,52,29,11158
588,52,29,11280
694,52,34,17623
698,52,34,18731
693,52,49,19140
891,52,26,30015
698,54,55,35243
694,54,55,35244
698,55,7,32137
694,55,7,32137
698,55,7,32281
887,55,7,36436
828,55,7,36437
576,55,7,36439
847,55,7,36510
591,55,7,36510
590,55,7,36511
686,55,7,36511
808,55,7,36511
807,55,7,36512
891,55,7,36837
589,55,7,36837
587,55,4,112880
801,55,4,112881
569,55,4,112882
620,55,4,112889
578,55,4,113117
674,55,74,131357
674,55,74,131809
577,55,74,131809
717,55,74,131809
826,55,60,195726
788,55,45,203409
785,55,45,203422
651,55,56,277474
881,55,56,277474
680,55,56,277474
589,56,55,37699
698,56,34,42700
697,56,34,42701
695,56,34,42715
587,56,16,45145
801,56,16,45145
847,56,16,45146
591,56,16,45146
590,56,16,45148
588,56,16,45153
891,56,16,45155
576,56,16,45156
828,56,16,45157
569,56,1,45524
598,56,1,45525
584,56,17,53494
817,56,59,91404
578,56,43,95385
620,56,43,95385
687,56,43,95385
577,56,17,95579
578,56,17,95583
687,56,17,95585
620,56,17,95585
577,56,17,95717
896,56,12,95778
577,56,32,104610
578,56,32,104610
620,56,32,104610
578,56,32,104805
717,56,28,106021
662,56,59,106683
578,56,59,106861
620,56,59,106861
620,56,59,107049
662,56,65,108802
717,56,65,108802
577,56,43,109331
662,56,19,111321
717,56,12,113202
662,56,12,113203
662,56,74,113751
717,56,74,113751
662,56,42,120473
801,56,42,120473
674,56,12,184569
813,56,76,186199
813,56,76,186249
578,56,12,187532
674,56,65,196900
651,56,29,197809
881,56,29,197809
680,56,29,197810
780,56,12,198421
881,56,1,199200
680,56,1,199201
674,56,1,199202
680,56,65,199597
881,56,14,199759
674,56,32,201021
680,56,8,201102
881,56,8,201103
651,56,8,201103
674,56,28,201675
674,56,55,201710
674,56,55,201710
769,57,45,96357
689,57,33,101710
786,57,15,182601
887,59,48,36349
686,59,48,36349
808,59,48,36349
807,59,48,36349
803,59,48,36350
698,59,7,36458
694,59,7,36458
887,59,7,36468
828,59,7,36468
891,59,7,36468
589,59,7,36468
588,59,7,36468
807,59,7,36469
808,59,7,36469
686,59,7,36469
591,59,7,36469
828,59,7,36738
576,59,7,36815
590,59,7,36816
801,59,43,37318
587,59,43,37318
847,59,43,37319
598,59,16,54087
697,59,16,54141
569,59,56,68893
695,59,56,68893
812,59,56,94800
812,59,56,95126
578,59,43,95184
687,59,42,97458
620,59,42,97458
687,59,16,98714
569,59,16,98714
620,59,16,98714
578,59,16,98714
569,59,16,98742
832,59,64,100939
577,59,8,101148
578,59,74,103762
578,59,74,103762
717,59,56,106658
812,59,56,106660
662,59,43,109016
832,59,64,110891
835,59,64,111917
834,59,64,112017
